Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Identification Date,Identification Analyst,Point Count Station,Wind Conditions,Precipitation,Start of Point Count  (24 hour clock),End of Point Count (24-hr clock),Common Name,Scientific Name,Taxonomic Resolution,Unique Taxonomic Identification Number,Time First Detected (seconds),Interval 1 (0-200 seconds),Interval 2 (201-400 seconds),Interval 3 (401-600 seconds),Behaviour,Tally,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,Black And White Warbler,Mniotilta varia,Species,178844,140,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,420,0,0,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,0,1,1,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,10,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,90,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,0,0,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,American Redstart,Setophaga ruticilla,Species,178979,520,0,0,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,American Redstart,Setophaga ruticilla,Species,178979,80,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,American Redstart,Setophaga ruticilla,Species,178979,20,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,0,0,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,5,1,None,8:50,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,10,1,0,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,American Redstart,Setophaga ruticilla,Species,178979,70,1,0,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,American Redstart,Setophaga ruticilla,Species,178979,30,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,American Redstart,Setophaga ruticilla,Species,178979,10,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,10,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,20,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,150,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Mourning Warbler,Oporornis philadelphia,Species,178939,120,1,0,0,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,20,1,0,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,40,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,550,0,0,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Common Snipe,Gallinago gallinago,Species,176700,320,0,1,0,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Common Snipe,Gallinago gallinago,Species,176700,390,0,1,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,10,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,20,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,170,1,0,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,190,1,1,0,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,60,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,230,0,1,0,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Franklin'S Gull,Larus pipixcan,Species,176838,230,0,1,0,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Common Yellowthroat,Geothlypis trichas,Species,178944,40,1,0,0,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Winter Wren,Troglodytes troglodytes,Species,178547,540,0,0,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Rose-breasted Grosbeak,Pheucticus ludovicianus,Species,179139,210,0,1,0,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,6,0,None,8:10,DNC,Yellow Warbler,Dendroica petechia,Species,178878,0,1,0,0,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Northern Waterthrush,Seiurus noveboracensis,Species,178931,320,0,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,20,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,30,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,310,0,1,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Common Snipe,Gallinago gallinago,Species,176700,30,1,1,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Common Snipe,Gallinago gallinago,Species,176700,130,1,1,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Common Snipe,Gallinago gallinago,Species,176700,190,1,1,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Common Snipe,Gallinago gallinago,Species,176700,440,0,0,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Connecticut Warbler,Oporornis agilis,Species,178938,100,1,1,0,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,60,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,American Redstart,Setophaga ruticilla,Species,178979,50,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,American Redstart,Setophaga ruticilla,Species,178979,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,American Redstart,Setophaga ruticilla,Species,178979,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,20,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,7,0,None,7:22,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,300,0,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,American Redstart,Setophaga ruticilla,Species,178979,10,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,American Redstart,Setophaga ruticilla,Species,178979,40,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,American Redstart,Setophaga ruticilla,Species,178979,40,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Magnolia Warbler,Dendroica magnolia,Species,178886,190,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Magnolia Warbler,Dendroica magnolia,Species,178886,10,1,0,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Alder Flycatcher,Empidonax alnorum,Species,178340,340,0,1,0,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,70,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,40,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Chipping Sparrow,Spizella passerina,Species,179435,280,0,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Common Snipe,Gallinago gallinago,Species,176700,80,1,1,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Chipping Sparrow,Spizella passerina,Species,179435,380,0,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Pied-billed Grebe,Podilymbus podiceps,Species,174505,240,0,1,0,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,50,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,180,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,10,1,0,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Northern Waterthrush,Seiurus noveboracensis,Species,178931,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Northern Waterthrush,Seiurus noveboracensis,Species,178931,70,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Red-necked Grebe,Podiceps grisegena,Species,174479,230,0,1,0,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,American Robin,Turdus migratorius,Species,179759,500,0,0,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,8,0,None,5:30,DNC,Yellow Warbler,Dendroica petechia,Species,178878,210,0,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,American Robin,Turdus migratorius,Species,179759,420,0,0,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Palm Warbler,Dendroica palmarum,Species,178921,490,0,0,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Franklin'S Gull,Larus pipixcan,Species,176838,460,0,0,1,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,140,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,100,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,190,1,1,0,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,300,0,1,0,Calling,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Magnolia Warbler,Dendroica magnolia,Species,178886,280,0,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Magnolia Warbler,Dendroica magnolia,Species,178886,290,0,1,0,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,60,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,100,1,0,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,American Redstart,Setophaga ruticilla,Species,178979,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,American Redstart,Setophaga ruticilla,Species,178979,0,1,1,1,Counter-singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,American Redstart,Setophaga ruticilla,Species,178979,110,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Singing,VNA,
Rotation 1,247,2007,14-Jun-07,LTH/TNA,1-Nov-07,TH,9,0,None,12:09,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,50,1,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Le Conte'S Sparrow,Ammodramus leconteii,Species,179345,120,1,1,0,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,240,0,1,1,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,10,1,1,1,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,10,1,1,1,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Le Conte'S Sparrow,Ammodramus leconteii,Species,179345,510,0,0,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Alder Flycatcher,Empidonax alnorum,Species,178340,20,1,1,0,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Yellow-bellied Sapsucker,Sphyrapicus varius,Species,178202,280,0,1,0,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,580,0,0,1,Calling,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Chipping Sparrow,Spizella passerina,Species,179435,20,1,1,1,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Chipping Sparrow,Spizella passerina,Species,179435,130,1,0,1,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Chipping Sparrow,Spizella passerina,Species,179435,170,1,1,0,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Sora,Porzana carolina,Species,176242,480,0,0,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,80,1,0,0,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,0,1,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Sora,Porzana carolina,Species,176242,480,0,0,1,Calling,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Common Yellowthroat,Geothlypis trichas,Species,178944,250,0,1,1,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Common Yellowthroat,Geothlypis trichas,Species,178944,0,1,1,1,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,American Robin,Turdus migratorius,Species,179759,0,1,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Gray Jay,Perisoreus canadensis,Species,179667,300,0,1,0,Calling,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,Gray Jay,Perisoreus canadensis,Species,179667,100,1,1,1,Calling,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,1,0,None,5:20,DNC,American Robin,Turdus migratorius,Species,179759,20,1,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Gray Jay,Perisoreus canadensis,Species,179667,270,0,1,1,Calling,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Least Flycatcher,Empidonax minimus,Species,178344,50,1,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Least Flycatcher,Empidonax minimus,Species,178344,100,1,0,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,0,1,1,1,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,20,1,1,1,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,70,1,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,80,1,1,1,Calling,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Western Tanager,Piranga ludoviciana,Species,179882,370,0,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,0,1,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,270,0,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Chipping Sparrow,Spizella passerina,Species,179435,190,1,0,0,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,30,1,1,1,Calling,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Black And White Warbler,Mniotilta varia,Species,178844,50,1,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Black And White Warbler,Mniotilta varia,Species,178844,480,0,0,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,0,1,0,0,Calling,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,10,1,1,1,Calling,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Magnolia Warbler,Dendroica magnolia,Species,178886,340,0,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Alder Flycatcher,Empidonax alnorum,Species,178340,0,1,0,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,220,0,1,0,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,30,1,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,370,0,1,1,Singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,280,0,1,1,Counter-singing,VNA,
Rotation 1,248,2007,15-Jun-07,CHE/ILE,1-Nov-07,TH,2,0,None,5:47,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,240,0,1,1,Counter-singing,VNA,
